,genus,species,motility,gram stain,range,optimum
513,Prevotella,Prevotella oryzae,,,30,
514,Prevotella,Prevotella bergensis,no,negative,37,
515,Prevotella,Prevotella multisaccharivorax,no,negative,37,
516,Prevotella,Prevotella marshii,no,negative,37,
517,Prevotella,Prevotella baroniae,no,negative,37,
518,Prevotella,Prevotella multiformis,['no'],"['negative', 'negative']",37,
519,Prevotella,Prevotella shahii,no,negative,37,
520,Prevotella,Prevotella salivae,no,negative,37,
521,Prevotella,Prevotella nigrescens,,,37,
522,Prevotella,Prevotella bryantii,,,37,
523,Prevotella,Prevotella albensis,,,37,
524,Prevotella,Prevotella melaninogenica,,,37,
525,Prevotella,Prevotella oralis,,,37,
526,Prevotella,Prevotella intermedia,,['negative'],37,
527,Prevotella,Prevotella disiens,,,37,
528,Prevotella,Prevotella denticola,,,37,
529,Prevotella,Prevotella buccalis,,,37,
530,Prevotella,Prevotella buccae,,,,
531,Prevotella,Prevotella buccae,,,37,
532,Prevotella,Prevotella bivia,,,37,
533,Prevotella,Prevotella copri,,,,
534,Prevotella,Prevotella copri,,,,
535,Prevotella,Prevotella copri,,,,
536,Prevotella,Prevotella copri,,,,
537,Prevotella,Prevotella copri,,,,
538,Prevotella,Prevotella copri,,,,
539,Prevotella,Prevotella copri,,,,
540,Prevotella,Prevotella copri,,,,
541,Prevotella,Prevotella copri,,,,
542,Prevotella,Prevotella copri,,,,
543,Prevotella,Prevotella copri,,,,
544,Prevotella,Prevotella illustrans,,,,
545,Prevotella,Prevotella lacticifex,,,,
546,Prevotella,Prevotella herbatica,,,,
547,Prevotella,Prevotella brunnea,no,negative,45,
548,Prevotella,Prevotella ruminicola,,,,
549,Prevotella,Prevotella denticola,,,,
550,Prevotella,Prevotella sp.,,,,
551,Prevotella,Prevotella disiens,,,,
552,Prevotella,Prevotella bivia,,,,
553,Prevotella,Prevotella sp.,,,,
554,Prevotella,Prevotella melaninogenica,,,,
555,Prevotella,Prevotella melaninogenica,,,,
556,Prevotella,Prevotella koreensis,,,,
557,Prevotella,Prevotella hominis,,,,
558,Prevotella,Prevotella aurantiaca,,,,
559,Prevotella,Prevotella falsenii,,,,
560,Prevotella,Prevotella falsenii,,,,
561,Prevotella,Prevotella falsenii,,,,
562,Prevotella,Prevotella falsenii,,,,
563,Prevotella,Prevotella falsenii,,,,
564,Prevotella,Prevotella falsenii,,,,
565,Prevotella,Prevotella falsenii,,,,
566,Prevotella,Prevotella copri,,,,
567,Prevotella,Prevotella copri,,,,
568,Prevotella,Prevotella copri,,,,
569,Prevotella,Prevotella copri,,,,
570,Prevotella,Prevotella multisaccharivorax,,,,
571,Prevotella,Prevotella multisaccharivorax,,,,
572,Prevotella,Prevotella multisaccharivorax,,,,
573,Prevotella,Prevotella multisaccharivorax,,,,
574,Prevotella,Prevotella multisaccharivorax,,,,
575,Prevotella,Prevotella multiformis,,,,
576,Prevotella,Prevotella multiformis,,,,
577,Prevotella,Prevotella multiformis,,,,
578,Prevotella,Prevotella lascolaii,,,,
579,Prevotella,Prevotella sp.,,,,
580,Prevotella,Prevotella cerevisiae,,,30,
581,Prevotella,Prevotella copri,,,,
582,Prevotella,Prevotella sp.,,,,
583,Prevotella,Prevotella sp.,,,37,
584,Prevotella,Prevotella vespertina,,,,
585,Prevotella,Prevotella cerevisiae,no,negative,30,
586,Prevotella,Prevotella phocaeensis,,,,
587,Prevotella,Prevotella rara,['no'],['negative'],32-42,37
588,Prevotella,Prevotella pectinovora,,,,
589,Prevotella,Prevotella baroniae,,,,
590,Prevotella,Prevotella sp.,,,,
591,Prevotella,Prevotella disiens,,,,
592,Prevotella,Prevotella buccae,,,,
593,Prevotella,Prevotella oralis,,,,
594,Prevotella,Prevotella nanceiensis,,,,
595,Prevotella,Prevotella oralis,,,,
596,Prevotella,Prevotella nanceiensis,,,,
597,Prevotella,Prevotella melaninogenica,,,,
598,Prevotella,Prevotella disiens,,,,
599,Prevotella,Prevotella sp.,,,,
600,Prevotella,Prevotella bivia,,,,
601,Prevotella,Prevotella disiens,,,,
602,Prevotella,Prevotella timonensis,,,,
603,Prevotella,Prevotella bivia,,,,
604,Prevotella,Prevotella micans,,,,
605,Prevotella,Prevotella oulorum,,,37,
606,Prevotella,Prevotella timonensis,,,,
607,Prevotella,Prevotella timonensis,,,,
608,Prevotella,Prevotella timonensis,,,,
609,Prevotella,Prevotella nanceiensis,,,,
610,Prevotella,Prevotella nanceiensis,,,,
611,Prevotella,Prevotella melaninogenica,,,,
612,Prevotella,Prevotella sp.,,,,
613,Prevotella,Prevotella bivia,,,,
614,Pseudoprevotella,Pseudoprevotella muciniphila,,,,
615,Alistipes,Alistipes hominis,,,,
616,Alistipes,Alistipes sp.,,,,
617,Alistipes,Alistipes muris,,,,
618,Alistipes,Alistipes indistinctus,,,,
619,Alistipes,Alistipes communis,,,,
620,Alistipes,Alistipes onderdonkii subsp. vulgaris,,,,
621,Alistipes,Alistipes onderdonkii subsp. vulgaris,,,,
622,Alistipes,Alistipes onderdonkii subsp. vulgaris,,,,
623,Alistipes,Alistipes onderdonkii subsp. vulgaris,,,,
624,Alistipes,Alistipes onderdonkii subsp. vulgaris,,,,
625,Alistipes,Alistipes onderdonkii subsp. vulgaris,,,,
626,Alistipes,Alistipes onderdonkii subsp. vulgaris,,,,
627,Alistipes,Alistipes onderdonkii subsp. vulgaris,,,,
628,Alistipes,Alistipes onderdonkii subsp. vulgaris,,,,
629,Alistipes,Alistipes communis,,,,
630,Alistipes,Alistipes indistinctus,,,,
631,Alistipes,Alistipes onderdonkii,,,,
632,Alistipes,Alistipes communis,,,37,
633,Alistipes,Alistipes dispar,,,37,
634,Alistipes,Alistipes onderdonkii subsp. vulgaris,,,37,
635,Alistipes,Alistipes shahii,,,,
636,Alistipes,Alistipes onderdonkii subsp. onderdonkii,,,,
637,Alistipes,Alistipes onderdonkii subsp. onderdonkii,,,,
638,Alistipes,Alistipes finegoldii,,,,
639,Alistipes,Alistipes finegoldii,,,,
640,Alistipes,Alistipes onderdonkii,,,,
641,Alistipes,Alistipes onderdonkii,,,,
642,Alistipes,Alistipes finegoldii,,,,
643,Alistipes,Alistipes sp.,,,,
644,Alistipes,Alistipes sp.,,,,
645,Alistipes,Alistipes inops,,,37,
646,Alistipes,Alistipes timonensis,,,,
647,Alistipes,Alistipes ihumii,,,37,
648,Alistipes,Alistipes senegalensis,,,37,
649,Alistipes,Alistipes timonensis,,,37,
650,Alistipes,Alistipes indistinctus,,negative,37,
651,Alistipes,Alistipes shahii,['no'],"['negative', 'negative']",37,37
652,Alistipes,Alistipes onderdonkii subsp. onderdonkii,['no'],"['negative', 'negative']",37,37
653,Alistipes,Alistipes finegoldii,,['negative'],37,
654,Alistipes,Alistipes putredinis,,,37,
655,Salinivirga,Salinivirga cyanobacteriivorans,,['negative'],35,
656,Parabacteroides,Parabacteroides hominis,,,,
657,Parabacteroides,Parabacteroides sp.,,,,
658,Parabacteroides,Parabacteroides sp.,,,,
659,Parabacteroides,Parabacteroides sp.,,,,
660,Parabacteroides,Parabacteroides sp.,,,,
661,Parabacteroides,Parabacteroides goldsteinii,,,,
662,Parabacteroides,Parabacteroides distasonis,,,,
663,Parabacteroides,Parabacteroides distasonis,,,,
664,Parabacteroides,Parabacteroides chongii,,,,
665,Parabacteroides,Parabacteroides acidifaciens,,,,
666,Parabacteroides,Parabacteroides sp.,,,,
667,Parabacteroides,Parabacteroides gordonii,,,,
668,Parabacteroides,Parabacteroides gordonii,,,,
669,Parabacteroides,Parabacteroides merdae,,,,
670,Parabacteroides,Parabacteroides distasonis,,,,
671,Parabacteroides,Parabacteroides distasonis,,,,
672,Parabacteroides,Parabacteroides distasonis,,,,
673,Parabacteroides,Parabacteroides distasonis,,,,
674,Parabacteroides,Parabacteroides distasonis,,,,
675,Parabacteroides,Parabacteroides distasonis,,,,
676,Parabacteroides,Parabacteroides distasonis,,,,
677,Parabacteroides,Parabacteroides distasonis,,,,
678,Parabacteroides,Parabacteroides distasonis,,,,
679,Parabacteroides,Parabacteroides distasonis,,,,
680,Parabacteroides,Parabacteroides merdae,,,,
681,Parabacteroides,Parabacteroides sp.,,,,
682,Parabacteroides,Parabacteroides sp.,,,,
683,Parabacteroides,Parabacteroides sp.,,,,
684,Parabacteroides,Parabacteroides sp.,,,,
685,Parabacteroides,Parabacteroides distasonis,,,,
686,Parabacteroides,Parabacteroides gordonii,,,,
687,Parabacteroides,Parabacteroides distasonis,,,,
688,Parabacteroides,Parabacteroides distasonis,,,,
689,Parabacteroides,Parabacteroides goldsteinii,,,,
690,Parabacteroides,Parabacteroides distasonis,,,,
691,Parabacteroides,Parabacteroides sp.,,,,
692,Parabacteroides,Parabacteroides merdae,,,,
693,Parabacteroides,Parabacteroides merdae,,,,
694,Parabacteroides,Parabacteroides faecis,,,37,
695,Parabacteroides,Parabacteroides goldsteinii,,,,
696,Parabacteroides,Parabacteroides distasonis,,,,
697,Parabacteroides,Parabacteroides chinchillae,no,negative,37,37
698,Parabacteroides,Parabacteroides chartae,no,negative,37,36
699,Parabacteroides,Parabacteroides gordonii,no,negative,37,
700,Parabacteroides,Parabacteroides goldsteinii,,['negative'],37,
701,Parabacteroides,Parabacteroides merdae,,,37,
702,Parabacteroides,Parabacteroides johnsonii,no,negative,37,
703,Parabacteroides,Parabacteroides distasonis,,,37,
704,Tannerella,Tannerella serpentiformis,,,,
705,Tannerella,Tannerella serpentiformis,,,,
706,Tannerella,Tannerella serpentiformis,,,,
707,Tannerella,Tannerella forsythia,,,,
708,Tannerella,Tannerella forsythia,,,,
709,Tannerella,Tannerella forsythia,,,37,
710,Tannerella,Tannerella forsythia,,,,
711,Tannerella,Tannerella forsythia,,,,
712,Tenuifilum,Tenuifilum thalassicum,,,,
713,Labilibaculum,Labilibaculum antarcticum,yes,negative,0-25,18-22
714,Labilibaculum,Labilibaculum euxinus,,,,
715,Labilibaculum,Labilibaculum filiforme,,,,
716,Labilibaculum,Labilibaculum filiforme,,,,
717,Labilibaculum,Labilibaculum filiforme,,,25,
718,Labilibaculum,Labilibaculum manganireducens,,,25,
719,Alkaliflexus,Alkaliflexus imshenetskii,,,,
720,Alkaliflexus,Alkaliflexus imshenetskii,,,,
721,Alkaliflexus,Alkaliflexus imshenetskii,,,,
722,Alkaliflexus,Alkaliflexus imshenetskii,,,,
723,Alkaliflexus,Alkaliflexus imshenetskii,yes,negative,,
724,Alkalitalea,Alkalitalea saponilacus,yes,positive,08-40,36
725,Draconibacterium,Draconibacterium sediminis,,,,
726,Draconibacterium,Draconibacterium mangrovi,,,,
727,Draconibacterium,Draconibacterium filum,,,,
728,Draconibacterium,Draconibacterium sp.,,,30,
729,Draconibacterium,Draconibacterium orientale,,,,
730,Maribellus,Maribellus maritimus,,,,
731,Maribellus,Maribellus sediminis,,,,
732,Maribellus,Maribellus luteus,no,negative,20-40,33
733,Arachidicoccus,Arachidicoccus terrestris,,,,
734,Arachidicoccus,Arachidicoccus rhizosphaerae,,,,
735,Arachidicoccus,Arachidicoccus soli,,,,
736,Arachidicoccus,Arachidicoccus ginsenosidivorans,"['no', 'no']","['negative', 'negative']",30,30
737,Chitinophaga,Chitinophaga hostae,,,,
738,Chitinophaga,Chitinophaga solisilvae,,,,
739,Chitinophaga,Chitinophaga flava,,,,
740,Chitinophaga,Chitinophaga polysaccharea,,,,
741,Chitinophaga,Chitinophaga ginsengihumi,,,,
742,Chitinophaga,Chitinophaga vietnamensis,,,,
743,Chitinophaga,Chitinophaga rhizophila,,,,
744,Chitinophaga,Chitinophaga barathri,,,,
745,Chitinophaga,Chitinophaga caseinilytica,,,,
746,Chitinophaga,Chitinophaga silvatica,,,,
747,Chitinophaga,Chitinophaga fulva,,,,
748,Chitinophaga,Chitinophaga oryzae,,,,
749,Chitinophaga,Chitinophaga tropicalis,,,,
750,Chitinophaga,Chitinophaga lutea,no,negative,16-40,28
751,Chitinophaga,Chitinophaga deserti,no,negative,10-37,28-30
752,Chitinophaga,Chitinophaga alhagiae,,negative,20-45,28
753,Chitinophaga,Chitinophaga silvisoli,yes,negative,15-40,30
754,Chitinophaga,Chitinophaga solisilvae,,,28,
755,Chitinophaga,Chitinophaga salinisoli,,,,
756,Chitinophaga,Chitinophaga qingshengii,,,,
757,Chitinophaga,Chitinophaga arvensicola,,,,
758,Chitinophaga,Chitinophaga arvensicola,,,,
759,Chitinophaga,Chitinophaga arvensicola,,,,
760,Chitinophaga,Chitinophaga arvensicola,,,,
761,Chitinophaga,Chitinophaga arvensicola,,,,
762,Chitinophaga,Chitinophaga arvensicola,,,,
763,Chitinophaga,Chitinophaga arvensicola,,,,
764,Chitinophaga,Chitinophaga taiwanensis,,,,
765,Chitinophaga,Chitinophaga sp.,,,,
766,Chitinophaga,Chitinophaga sp.,,,,
767,Chitinophaga,Chitinophaga sp.,,,,
768,Chitinophaga,Chitinophaga caeni,,negative,30,30
769,Chitinophaga,Chitinophaga parva,no,negative,20-45,30-35
770,Chitinophaga,Chitinophaga varians,"['yes', 'yes', 'no']","['negative', 'negative', 'negative']",28,28-30
771,Chitinophaga,Chitinophaga humicola,no,negative,30,25-35
772,Chitinophaga,Chitinophaga sp.,,,,
773,Chitinophaga,Chitinophaga sedimenti,"['no', 'no']","['negative', 'negative']",30,30
774,Chitinophaga,Chitinophaga rhizosphaerae,,negative,30,28
775,Chitinophaga,Chitinophaga sancti,,,,
776,Chitinophaga,Chitinophaga sancti,,,,
777,Chitinophaga,Chitinophaga costaii,,,30,26-30
778,Chitinophaga,Chitinophaga cymbidii,"['no', 'no']","['negative', 'negative']",28-30,28
779,Chitinophaga,Chitinophaga oryziterrae,no,negative,30,27.5
780,Chitinophaga,Chitinophaga dinghuensis,,,,
781,Chitinophaga,Chitinophaga jiangningensis,,,30,
782,Chitinophaga,Chitinophaga eiseniae,,,,
783,Chitinophaga,Chitinophaga sp.,,,,
784,Chitinophaga,Chitinophaga rupis,no,negative,20-37,
785,Chitinophaga,Chitinophaga niastensis,no,negative,30,28
786,Chitinophaga,Chitinophaga niabensis,no,negative,30,28-30
787,Chitinophaga,Chitinophaga terrae,"['no', 'no']","['negative', 'negative']",30,
788,Chitinophaga,Chitinophaga skermanii,,,30,
789,Chitinophaga,Chitinophaga ginsengisegetis,"['no', 'no']","['negative', 'negative']",30,23
790,Chitinophaga,Chitinophaga ginsengisoli,['no'],['negative'],30,
791,Chitinophaga,Chitinophaga japonensis,,,30,
792,Chitinophaga,Chitinophaga filiformis,,,30,
793,Chitinophaga,Chitinophaga sancti,,,30,
794,Chitinophaga,Chitinophaga arvensicola,,,30,
795,Chitinophaga,Chitinophaga pinensis,,,,
796,Chitinophaga,Chitinophaga pinensis,,negative,12-37,24
797,Ferruginibacter,Ferruginibacter albus,,,,
798,Ferruginibacter,Ferruginibacter yonginensis,,,,
799,Ferruginibacter,Ferruginibacter paludis,,,,
800,Ferruginibacter,Ferruginibacter profundus,,,,
801,Ferruginibacter,Ferruginibacter lapsinanis,no,negative,,
802,Ferruginibacter,Ferruginibacter alkalilentus,"['no', 'no']","['negative', 'negative']",30,
803,Filimonas,Filimonas effusa,,,,
804,Filimonas,Filimonas endophytica,,,,
805,Filimonas,Filimonas aquilariae,yes,negative,30,30
806,Filimonas,Filimonas zeae,yes,negative,28,28-30
807,Filimonas,Filimonas lacunae,yes,negative,10-35,29
808,Flavihumibacter,Flavihumibacter soli,no,positive,25-37,30
809,Flavihumibacter,Flavihumibacter profundi,,,,
810,Flavihumibacter,Flavihumibacter solisilvae,,,,
811,Flavihumibacter,Flavihumibacter cheonanensis,,,,
812,Flavihumibacter,Flavihumibacter petaseus,no,positive,20-37,28
813,Flavihumibacter,Flavihumibacter stibioxidans,"['no', 'no']","['positive', 'positive']",28,28
814,Flavihumibacter,Flavihumibacter sediminis,no,positive,30,30
815,Flavisolibacter,Flavisolibacter nicotianae,no,negative,20-40,30
816,Flavisolibacter,Flavisolibacter galbus,,,,
817,Flavisolibacter,Flavisolibacter rigui,,,,
818,Flavisolibacter,Flavisolibacter swuensis,,,,
819,Flavisolibacter,Flavisolibacter metallilatus,no,negative,28,37
820,Flavisolibacter,Flavisolibacter sp.,,,,
821,Flavisolibacter,Flavisolibacter tropicus,no,negative,25,25
822,Flavisolibacter,Flavisolibacter ginsenosidimutans,,,30,
823,Flavisolibacter,Flavisolibacter ginsengisoli,"['no', 'no']","['negative', 'negative']",30,30
824,Flavisolibacter,Flavisolibacter ginsengiterrae,"['no', 'no']","['negative', 'negative']",30,30
825,Lacibacter,Lacibacter luteus,,,,
826,Lacibacter,Lacibacter daechungensis,"['yes', 'yes']","['negative', 'negative']",30,30
827,Lacibacter,Lacibacter cauensis,yes,positive,20-37,32.5
828,Lacibacter,Lacibacter nakdongensis,"['yes', 'yes']","['negative', 'negative']",30,30
829,Niabella,Niabella agricola,,,,
830,Niabella,Niabella beijingensis,,,,
831,Niabella,Niabella tibetensis,,,,
832,Niabella,Niabella terrae,,,,
833,Niabella,Niabella thaonhiensis,,,,
834,Niabella,Niabella ginsenosidivorans,,,,
835,Niabella,Niabella sp.,,,,
836,Niabella,Niabella pedocola,no,negative,30,25-35
837,Niabella,Niabella aquatica,no,negative,30,30
838,Niabella,Niabella yanshanensis,no,negative,,
839,Niabella,Niabella ginsengisoli,no,negative,30,29
840,Niabella,Niabella hibiscisoli,no,negative,4-40,25-35
841,Niabella,Niabella sp.,,,,
842,Niabella,Niabella drilacis,,negative,30,
843,Niabella,Niabella hirudinis,,negative,30,
844,Niabella,Niabella soli,no,negative,15-35,30
845,Niabella,Niabella aurantiaca,no,negative,25,27.5
846,Niastella,Niastella caeni,,,,
847,Niastella,Niastella soli,,,,
848,Niastella,Niastella gongjuensis,,,,
849,Niastella,Niastella vici,yes,negative,20-42,28
850,Niastella,Niastella populi,no,negative,17-37,30
851,Niastella,Niastella hibisci,no,negative,10-40,28
852,Niastella,Niastella yeongjuensis,no,negative,15-33,30-33
853,Niastella,Niastella koreensis,no,negative,10-37,30-37
854,Panacibacter,Panacibacter ginsenosidivorans,['no'],"['negative', 'negative']",30,30
855,Paraflavitalea,Paraflavitalea soli,['yes'],"['negative', 'negative']",10-37,28-30
856,Phnomibacter,Phnomibacter ginsenosidimutans,,,,
857,Pseudobacter,Pseudobacter ginsenosidimutans,no,negative,28,30
858,Sediminibacterium,Sediminibacterium sp.,,,,
859,Sediminibacterium,Sediminibacterium roseum,yes,negative,28,28
860,Sediminibacterium,Sediminibacterium sp.,,,,
861,Sediminibacterium,Sediminibacterium lactis,no,negative,28,25
862,Sediminibacterium,Sediminibacterium aquarii,yes,negative,30,30
863,Sediminibacterium,Sediminibacterium magnilacihabitans,,['negative'],28,
864,Sediminibacterium,Sediminibacterium magnilacihabitans,,,,
865,Sediminibacterium,Sediminibacterium goheungense,,,,
866,Sediminibacterium,Sediminibacterium ginsengisoli,['yes'],"['negative', 'negative']",30,30
867,Sediminibacterium,Sediminibacterium salmoneum,yes,negative,18-37,22-28
868,Bernardetia,Bernardetia litoralis,,,25,
869,Algoriphagus,Algoriphagus boseongensis,,,,
870,Algoriphagus,Algoriphagus pacificus,,,,
871,Algoriphagus,Algoriphagus litoralis,,,,
872,Algoriphagus,Algoriphagus kandeliae,,,,
873,Algoriphagus,Algoriphagus oliviformis,,,,
874,Algoriphagus,Algoriphagus formosus,,,,
875,Algoriphagus,Algoriphagus aestuarii,,,,
876,Algoriphagus,Algoriphagus taeanensis,,,,
877,Algoriphagus,Algoriphagus aquimaris,,,,
878,Algoriphagus,Algoriphagus sanaruensis,,negative,15-40,30
879,Algoriphagus,Algoriphagus taiwanensis,,,,
880,Algoriphagus,Algoriphagus sp.,,,,
881,Algoriphagus,Algoriphagus sp.,,,,
882,Algoriphagus,Algoriphagus marisflavi,"['no', 'no']","['negative', 'negative']",30,30
883,Algoriphagus,Algoriphagus confluentis,"['no', 'no']","['negative', 'negative']",30,30
884,Algoriphagus,Algoriphagus aquaemixtae,"['no', 'no']","['negative', 'negative']",25,25
885,Algoriphagus,Algoriphagus marinus,"['no', 'no']","['negative', 'negative']",30-33,33
886,Algoriphagus,Algoriphagus iocasae,,,,
887,Algoriphagus,Algoriphagus roseus,"['no', 'no']","['negative', 'negative']",28-30,28
888,Algoriphagus,Algoriphagus olei,,,,
889,Algoriphagus,Algoriphagus chungangensis,"['no', 'no']","['negative', 'negative']",30,30
890,Algoriphagus,Algoriphagus namhaensis,['no'],"['negative', 'negative']",30,30
891,Algoriphagus,Algoriphagus jejuensis,"['no', 'no']","['negative', 'negative']",30,25
892,Algoriphagus,Algoriphagus lutimaris,"['no', 'no']","['negative', 'negative']",30,30
893,Algoriphagus,Algoriphagus olei,,negative,10-37,32
894,Algoriphagus,Algoriphagus aquatilis,no,negative,20-37,30
895,Algoriphagus,Algoriphagus aestuariicola,no,negative,37,37
896,Algoriphagus,Algoriphagus iocasae,no,negative,28,25
897,Algoriphagus,Algoriphagus litorisediminis,"['no', 'no']","['negative', 'negative']",30,30
898,Algoriphagus,Algoriphagus resistens,"['no', 'no']","['negative', 'negative']",28,28
899,Algoriphagus,Algoriphagus ornithinivorans,,,,
900,Algoriphagus,Algoriphagus trabzonensis,,,,
901,Algoriphagus,Algoriphagus zhangzhouensis,no,negative,04-40,25
902,Algoriphagus,Algoriphagus sp.,,,,
903,Algoriphagus,Algoriphagus machipongonensis,no,negative,10-40,30
904,Algoriphagus,Algoriphagus faecimaris,,,37,
905,Algoriphagus,Algoriphagus hitonicola,no,negative,20-40,36
906,Algoriphagus,Algoriphagus aquaeductus,no,negative,28,25-30
907,Algoriphagus,Algoriphagus vanfongensis,"['no', 'no']","['negative', 'negative']",28,23.5
908,Algoriphagus,Algoriphagus alkaliphilus,,,30,
909,Algoriphagus,Algoriphagus terrigena,"['no', 'no']","['negative', 'negative']",25,25
910,Algoriphagus,Algoriphagus locisalis,"['no', 'no']","['negative', 'negative']",30,30
911,Algoriphagus,Algoriphagus yeomjeoni,"['no', 'no']","['negative', 'negative']",25-30,27.5
912,Algoriphagus,Algoriphagus chordae,no,negative,25-28,24
913,Algoriphagus,Algoriphagus aquimarinus,no,negative,30,24
914,Algoriphagus,Algoriphagus ratkowskyi,,,10,
915,Algoriphagus,Algoriphagus boritolerans,no,negative,30,29
916,Algoriphagus,Algoriphagus winogradskyi,no,negative,25,25-28
917,Algoriphagus,Algoriphagus mannitolivorans,"['no', 'no']","['negative', 'negative']",35-40,37.5
918,Algoriphagus,Algoriphagus ornithinivorans,"['no', 'no']","['negative', 'negative']",35-40,37.5
919,Algoriphagus,Algoriphagus halophilus,"['no', 'no']","['negative', 'negative']",35,35
