"","species","antibiotics","lincomycin","novobiocin","kanamycin","ampicillin","gentamicin","neomycin","streptomycin","chloramphenicol","rifampicin","polymyxin.b","erythromycin","bacitracin","penicillin","tetracycline","aztreonam","cefalotin","cefazolin","cefotaxime","fosfomycin","imipenem","linezolid","mezlocillin","moxifloxacin","nitrofurantoin","norfloxacin","nystatin","ofloxacin","oxacillin","penicillin.g","pipemidic.acid","ticarcillin","tunicamycin","actinomycin.d","sodium.dodecyl.sulfate","vancomycin","sodium.chloride","colistin","carbenicillin","ceftriaxone","clarithromycin","cefotaxime.sodium","tobramycin","spectinomycin","amikacin","nalidixic.acid","cycloheximide","trimethoprim","sulfamethoxazole","minocycline","cephradine","cephalexin","cefuroxime","cefoperazone","ceftazidime","oleandomycin","cephalothin","acetylspiramycin","ciprofloxacin","oxytetracycline","furazolidone","midecamycin","doxycycline","piperacillin","clindamycin","enrofloxacin","cefixime","meropenem","levofloxacin","amoxicillin","clavulanic.acid","cefoxitin","cefepime","co.trimoxazole","spiramycin.II","family","order","class","phylum","domain","NCBI.tax.ID","motility","gram.stain","growth","genus","oxygen.tolerance","PH.range","GC.content","Total.samples","soil.counts","aquatic.counts","plant.counts","optimum","n16","div","gc_percent","genome_components","chromosomes","total_seq_length","genes_nc","genes_coding","pseudogenes","total_genes"
"2584","Peptacetobacter hiranonis","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Peptostreptococcaceae","Eubacteriales","Clostridia","Bacillota","Bacteria","500633.0",NA,NA,"37.0","Peptacetobacter","anaerobe",NA,94.5,3120,715,1910,559,1,10.5,4.91365143877166,31,1,1,2528297,126,2209,17.5,2352.5
"2585","Peptoclostridium acidaminophilum","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Peptostreptococcaceae","Eubacteriales","Clostridia","Bacillota","Bacteria","1286171.0","yes","positive","38.0","Peptoclostridium","obligate anaerobe",NA,568,1561,19,1531,720,1,7,2.6996799184478,44,2,2,3055036,93,2822,54,2969
"2586","Peptoniphilus harei","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Peptoniphilaceae","Eubacteriales","Clostridia","Bacillota","Bacteria","470.0",NA,NA,"37.0","Peptoniphilus","anaerobe",NA,5,1,1,1,1,1,3,0.954771252442221,33.75,1,1,1834334,54,1666.5,18.5,1739
"2587","Peptoniphilus ivorii","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Peptoniphilaceae","Eubacteriales","Clostridia","Bacillota","Bacteria","54006.0",NA,"positive","37.0","Peptoniphilus","anaerobe",NA,27,122,358,430,25.5,1,3,1.90954250488444,53,1,1,1587771,64,1509,11,1584
"2588","Peribacillus asahii","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Bacillaceae","Caryophanales","Bacilli","Bacillota","Bacteria","228899.0",NA,NA,"30.0","Peribacillus",NA,NA,187.5,503,431,863.5,274,1,19,9.07468724253465,37.375,2.75,2.75,4884140.25,229,4520.75,127.75,4877.5
"2589","Peribacillus butanolivorans","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Bacillaceae","Caryophanales","Bacilli","Bacillota","Bacteria","421767.0","yes","positive","27.5","Peribacillus","aerobe","alkaliphile",146.5,111,1283,47,972,1,12.5,4.23504290817482,38,1,1,5509725.5,123,5040.5,187,5350.5
"2590","Peribacillus frigoritolerans","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Bacillaceae","Caryophanales","Bacilli","Bacillota","Bacteria","1773.0",NA,NA,NA,"Peribacillus","aerobe",NA,1,56,642,24,486.5,27.5,13.4444444444444,4.79956547673067,40.2222222222222,1.88888888888889,1.88888888888889,5687323.88888889,130.777777777778,5228.66666666667,158.777777777778,5518.22222222222
"2591","Peribacillus muralis","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Bacillaceae","Caryophanales","Bacilli","Bacillota","Bacteria","264697.0",NA,NA,"30.0","Peribacillus","aerobe",NA,1,111,1283,47,972,1,9,2.5615487507246,42,2,2,5007018,91,4757,86,4934
"2592","Peribacillus psychrosaccharolyticus","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Bacillaceae","Caryophanales","Bacilli","Bacillota","Bacteria","1174504.0",NA,NA,"20.0","Peribacillus","aerobe",NA,142.857142857143,109.857142857143,161.857142857143,245.428571428571,70.4285714285714,1,14,4.68989736082,38.5,2,2,4681292,135,4442,100,4677
"2593","Peribacillus simplex","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Bacillaceae","Caryophanales","Bacilli","Bacillota","Bacteria","1349754.0",NA,NA,"30.0","Peribacillus","aerobe",NA,42.3770491803279,15.4262295081967,169.131147540984,7.0327868852459,128.344262295082,1,13,1.53887045606629,39.5,1.5,1.5,5583751,126,5063,206.5,5395.5
"2594","Periweissella cryptocerci","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Leuconostocaceae","Lactobacillales","Bacilli","Bacillota","Bacteria","2506420.0","no","positive","24.25","Periweissella",NA,NA,449,1,1,1,1,1,6,71.8518949162952,41,1,1,3020651,97,2627,23,2747
"2595","Permianibacter aggregans","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Pseudomonadaceae","Pseudomonadales","Gammaproteobacteria","Pseudomonadota","Bacteria","1510150.0",NA,NA,NA,"Permianibacter",NA,NA,950,1821,1330,260,33,1,2,0.693147180559945,54,1,1,4266648,59,3743,38,3840
"2596","Persephonella marina","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Hydrogenothermaceae","Aquificales","Aquificae","Aquificota","Bacteria",NA,"yes","negative","69.5","Persephonella",NA,NA,848,2780,1126,453,1,1,2,0,37,2,2,1983966,49,2036,8,2093
"2597","Persicimonas caeni","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Bradymonadaceae","Bradymonadales","Deltaproteobacteria","Pseudomonadota","Bacteria","2292766.0",NA,NA,NA,"Persicimonas",NA,NA,1,1,1,1,1,1,3,1.27302833658963,63.5,1,1,8047206,69,5878,37,5984
"2598","Peterkaempfera bronchialis","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Streptomycetaceae","Streptomycetales","Actinomycetes","Actinomycetota","Bacteria","2126346.0","no","positive","30.0","Peterkaempfera","aerobe",NA,1777,1105,377,163,261,1,8,7.30824196685589,72.5,1,1,7090212,95,5771,239,6105
"2599","Petrimonas mucosa","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Dysgonomonadaceae","Bacteroidales","Bacteroidia","Bacteroidota","Bacteria","1642646.0",NA,"negative","41.0","Petrimonas","facultative anaerobe","alkaliphile",732,1,1,1,1,1,2,0.693147180559945,47.5,1,1,3717632,57,2917,53,3027
"2600","Petrocella atlantisensis","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Vallitaleaceae","Eubacteriales","Clostridia","Bacillota","Bacteria","2173034.0",NA,NA,"25.0","Petrocella",NA,NA,285,1468,525,418,342,1,5,7.19566847988072,37,1,1,3518882,75,3121,58,3254
"2601","Petrotoga mobilis","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Petrotogaceae","Petrotogales","Thermotogae","Thermotogota","Bacteria","403833.0",NA,NA,NA,"Petrotoga","anaerobe",NA,78,1,1,1,1,1,2,0.693147180559945,34,1,1,2169548,57,1986,8,2051
